CODE_INSEE,techno,OPE,superficie,TOT.superficie,pct.superficie
97130,4G,OC,5999917.86586,6768900.47711,0.886394752907001
97130,4G,OMT,4856176.64549,6768900.47711,0.717424737135943
97130,4G,ORA,0,6768900.47711,0
97130,4G,SRR,0,6768900.47711,0
97131,4G,DIG,0,5780652.35443,0
97131,4G,FRE,0,5780652.35443,0
97131,4G,OC,4983644.6441,5780652.35443,0.862124953817848
97131,4G,OMT,4575146.20464,5780652.35443,0.791458459032541
97131,4G,ORA,0,5780652.35443,0
97131,4G,SRR,0,5780652.35443,0
97132,4G,DIG,16589599.4282,31202280.7173,0.531679064697407
97132,4G,FRE,0,31202280.7173,0
97132,4G,OC,27090178.7063,31202280.7173,0.868211492350299
97132,4G,OMT,31136970.296,31202280.7173,0.997906870273627
97132,4G,ORA,0,31202280.7173,0
97132,4G,SRR,0,31202280.7173,0
97133,4G,DIG,589213.233598,7336095.89097,0.0803170027157446
97133,4G,FRE,0,7336095.89097,0
97133,4G,OC,6859768.75705,7336095.89097,0.935070759570317
97133,4G,OMT,6831488.6392,7336095.89097,0.931215832062511
97133,4G,ORA,0,7336095.89097,0
97133,4G,SRR,0,7336095.89097,0
97134,4G,DIG,19763627.9334,59675802.3734,0.331183279442749
97134,4G,FRE,0,59675802.3734,0
97134,4G,OC,26765288.2992,59675802.3734,0.448511578138921
97134,4G,OMT,35024157.3142,59675802.3734,0.586907187188684
97134,4G,ORA,0,59675802.3734,0
97134,4G,SRR,0,59675802.3734,0
97201,4G,DIG,11955754.1863,12301831.1771,0.97186784749215
97201,4G,FRE,0,12301831.1771,0
97201,4G,OC,11480052.0788,12301831.1771,0.933198636327431
97201,4G,OMT,12301831.1771,12301831.1771,1
97201,4G,ORA,0,12301831.1771,0
97201,4G,SRR,0,12301831.1771,0
97202,4G,DIG,15244875.4422,25759982.4104,0.591804574992459
97202,4G,FRE,0,25759982.4104,0
97202,4G,OC,25442192.6658,25759982.4104,0.987663433167885
97202,4G,OMT,23567915.0099,25759982.4104,0.914904157713438
97202,4G,ORA,0,25759982.4104,0
97202,4G,SRR,0,25759982.4104,0
97203,4G,DIG,25694252.9906,27792467.2591,0.924504210117834
97203,4G,FRE,0,27792467.2591,0
97203,4G,OC,25237817.6686,27792467.2591,0.908081223351499
97203,4G,OMT,27784950.481,27792467.2591,0.999729539013938
97203,4G,ORA,0,27792467.2591,0
97203,4G,SRR,0,27792467.2591,0
97204,4G,DIG,13572694.3972,17827673.3432,0.761327299188877
97204,4G,FRE,0,17827673.3432,0
97204,4G,OC,17501506.8642,17827673.3432,0.981704484218385
97204,4G,OMT,17809091.1957,17827673.3432,0.998957679606179
97204,4G,ORA,0,17827673.3432,0
97204,4G,SRR,0,17827673.3432,0
97205,4G,DIG,7867724.56435,18488291.2443,0.425551743013333
97205,4G,FRE,0,18488291.2443,0
97205,4G,OC,12874656.2244,18488291.2443,0.696368098829539
97205,4G,OMT,15972118.2045,18488291.2443,0.863904510884653
97205,4G,ORA,0,18488291.2443,0
97205,4G,SRR,0,18488291.2443,0
97206,4G,DIG,20778244.8869,27412119.8414,0.757994821528506
97206,4G,FRE,0,27412119.8414,0
97206,4G,OC,26892009.8272,27412119.8414,0.981026275340644
97206,4G,OMT,26749329.0596,27412119.8414,0.975821250394543
97206,4G,ORA,0,27412119.8414,0
97206,4G,SRR,0,27412119.8414,0
97207,4G,DIG,27239399.3572,28604192.8192,0.952286943713933
97207,4G,FRE,0,28604192.8192,0
97207,4G,OC,28581392.8192,28604192.8192,0.999202914057246
97207,4G,OMT,28601752.0547,28604192.8192,0.99991467109331
97207,4G,ORA,0,28604192.8192,0
97207,4G,SRR,0,28604192.8192,0
97208,4G,DIG,6568656.26815,23655632.4162,0.277678320011923
97208,4G,FRE,0,23655632.4162,0
97208,4G,OC,18391321.3131,23655632.4162,0.777460563705122
97208,4G,OMT,21786095.8857,23655632.4162,0.920968651456568
97208,4G,ORA,0,23655632.4162,0
97208,4G,SRR,0,23655632.4162,0
97209,4G,DIG,37190840.6386,43708930.4603,0.85087510142532
97209,4G,FRE,0,43708930.4603,0
97209,4G,OC,41198190.5641,43708930.4603,0.942557736605327
97209,4G,OMT,42822789.7142,43708930.4603,0.979726322818517
97209,4G,ORA,0,43708930.4603,0
97209,4G,SRR,0,43708930.4603,0
97210,4G,DIG,48582382.196,54150031.4789,0.897181051777053
97210,4G,FRE,0,54150031.4789,0
97210,4G,OC,53407465.0348,54150031.4789,0.986286869576625
97210,4G,OMT,53910599.3102,54150031.4789,0.995578355872364
97210,4G,ORA,0,54150031.4789,0
97210,4G,SRR,0,54150031.4789,0
97211,4G,DIG,3390759.33113,16597688.8148,0.204291053348734
97211,4G,FRE,0,16597688.8148,0
97211,4G,OC,6071105.94264,16597688.8148,0.365780200507582
97211,4G,OMT,9290214.95475,16597688.8148,0.559729433321223
97211,4G,ORA,0,16597688.8148,0
97211,4G,SRR,0,16597688.8148,0
97212,4G,DIG,30498842.9951,46025450.141,0.662651704690907
97212,4G,FRE,0,46025450.141,0
97212,4G,OC,42154210.8789,46025450.141,0.915889160231125
97212,4G,OMT,45973816.3496,46025450.141,0.998878146954743
97212,4G,ORA,0,46025450.141,0
97212,4G,SRR,0,46025450.141,0
97213,4G,DIG,60067028.915,62063635.2911,0.967829690176297
97213,4G,FRE,0,62063635.2911,0
97213,4G,OC,62014912.1307,62063635.2911,0.99921494833212
97213,4G,OMT,62009220.7737,62063635.2911,0.999123246372134
97213,4G,ORA,0,62063635.2911,0
97213,4G,SRR,0,62063635.2911,0
97214,4G,DIG,29012725.4081,50240048.8376,0.577482030359546
97214,4G,FRE,0,50240048.8376,0
97214,4G,OC,36325628.759,50240048.8376,0.723041270847923
97214,4G,OMT,46477368.8586,50240048.8376,0.925105964941181
97214,4G,ORA,0,50240048.8376,0
97214,4G,SRR,0,50240048.8376,0
97215,4G,DIG,13676268.6583,16865166.9372,0.810918072096509
97215,4G,FRE,0,16865166.9372,0
97215,4G,OC,9879380.3882,16865166.9372,0.585786101316837
97215,4G,OMT,16517923.4671,16865166.9372,0.979410611742356
97215,4G,ORA,0,16865166.9372,0
97215,4G,SRR,0,16865166.9372,0
97216,4G,DIG,9030092.19738,21654790.1705,0.417002064036693
97216,4G,FRE,0,21654790.1705,0
97216,4G,OC,11374669.3783,21654790.1705,0.525272666635927
97216,4G,OMT,18669614.5997,21654790.1705,0.862147102451879
97216,4G,ORA,0,21654790.1705,0
97216,4G,SRR,0,21654790.1705,0
97217,4G,DIG,28806076.4335,31631916.3573,0.910664915401249
97217,4G,FRE,0,31631916.3573,0
97217,4G,OC,28792915.0852,31631916.3573,0.910248837280932
97217,4G,OMT,31569452.3832,31631916.3573,0.998025286441883
97217,4G,ORA,0,31631916.3573,0
97217,4G,SRR,0,31631916.3573,0
97218,4G,DIG,29621327.3605,37467436.3835,0.790588580902875
97218,4G,FRE,0,37467436.3835,0
97218,4G,OC,33026965.8426,37467436.3835,0.881484537787712
97218,4G,OMT,36736496.6963,37467436.3835,0.980491334402535
97218,4G,ORA,0,37467436.3835,0
97218,4G,SRR,0,37467436.3835,0
97219,4G,DIG,7909919.29,29811703.9585,0.265329325053381
97219,4G,FRE,0,29811703.9585,0
97219,4G,OC,18140364.3434,29811703.9585,0.608498070712519
97219,4G,OMT,10805007.8456,29811703.9585,0.362441806769628
97219,4G,ORA,0,29811703.9585,0
97219,4G,SRR,0,29811703.9585,0
97220,4G,DIG,33359878.3013,35795654.9433,0.931953287463011
97220,4G,FRE,0,35795654.9433,0
97220,4G,OC,35222684.3745,35795654.9433,0.983993292769539
97220,4G,OMT,35774003.871,35795654.9433,0.99939514803307
97220,4G,ORA,0,35795654.9433,0
97220,4G,SRR,0,35795654.9433,0
97221,4G,DIG,36390431.4803,39602464.9261,0.918893092846776
97221,4G,FRE,0,39602464.9261,0
97221,4G,OC,39454453.6175,39602464.9261,0.996262573330317
97221,4G,OMT,39589970.5365,39602464.9261,0.999684504749305
97221,4G,ORA,0,39602464.9261,0
97221,4G,SRR,0,39602464.9261,0
97222,4G,DIG,35006558.9701,44837602.1373,0.780741103480606
97222,4G,FRE,0,44837602.1373,0
97222,4G,OC,44584317.0534,44837602.1373,0.994351056438647
97222,4G,OMT,44584818.1124,44837602.1373,0.994362231411797
97222,4G,ORA,0,44837602.1373,0
97222,4G,SRR,0,44837602.1373,0
97223,4G,DIG,22338357.7594,23179742.7375,0.963701711980659
97223,4G,FRE,0,23179742.7375,0
97223,4G,OC,22811261.7154,23179742.7375,0.984103317009473
97223,4G,OMT,23178173.6746,23179742.7375,0.999932308873409
97223,4G,ORA,0,23179742.7375,0
97223,4G,SRR,0,23179742.7375,0
97224,4G,DIG,32539120.8781,43325179.9523,0.751044102157794
97224,4G,FRE,0,43325179.9523,0
97224,4G,OC,42812476.0336,43325179.9523,0.988166144508471
97224,4G,OMT,42764047.4986,43325179.9523,0.987048352613473
97224,4G,ORA,0,43325179.9523,0
97224,4G,SRR,0,43325179.9523,0
97225,4G,DIG,21918054.4367,38509643.8926,0.569157546557105
97225,4G,FRE,0,38509643.8926,0
97225,4G,OC,32946855.0107,38509643.8926,0.855548160938228
97225,4G,OMT,37369829.443,38509643.8926,0.970401843943849
97225,4G,ORA,0,38509643.8926,0
97225,4G,SRR,0,38509643.8926,0
97226,4G,DIG,29531464.9649,38631661.9263,0.76443682441721
97226,4G,FRE,0,38631661.9263,0
97226,4G,OC,36772954.9948,38631661.9263,0.951886436181649
97226,4G,OMT,38516886.7827,38631661.9263,0.997028987678062
97226,4G,ORA,0,38631661.9263,0
97226,4G,SRR,0,38631661.9263,0
97227,4G,DIG,23078595.0699,27967889.6695,0.82518185471348
97227,4G,FRE,0,27967889.6695,0
97227,4G,OC,27428616.6194,27967889.6695,0.980718135816729
97227,4G,OMT,27928947.7247,27967889.6695,0.998607619478617
97227,4G,ORA,0,27967889.6695,0
97227,4G,SRR,0,27967889.6695,0
97228,4G,DIG,36189249.4741,44444264.2429,0.814261414618451
97228,4G,FRE,0,44444264.2429,0
97228,4G,OC,43589939.4915,44444264.2429,0.980777615155673
97228,4G,OMT,44413899.5416,44444264.2429,0.999316791450657
97228,4G,ORA,0,44444264.2429,0
97228,4G,SRR,0,44444264.2429,0
97229,4G,DIG,14405222.9086,21174348.3972,0.680314814811722
97229,4G,FRE,0,21174348.3972,0
97229,4G,OC,18957569.5336,21174348.3972,0.895308284249581
97229,4G,OMT,21032849.1963,21174348.3972,0.993317423599268
97229,4G,ORA,0,21174348.3972,0
97229,4G,SRR,0,21174348.3972,0
97230,4G,DIG,39369217.0657,45924613.3323,0.857257453227387
97230,4G,FRE,0,45924613.3323,0
97230,4G,OC,45066814.6379,45924613.3323,0.981321591361191
97230,4G,OMT,45569741.2757,45924613.3323,0.992272726304036
97230,4G,ORA,0,45924613.3323,0
97230,4G,SRR,0,45924613.3323,0
97231,4G,DIG,22962209.3136,27547474.5115,0.833550433235329
97231,4G,FRE,0,27547474.5115,0
97231,4G,OC,27368400.6093,27547474.5115,0.993499443946295
97231,4G,OMT,27396499.6392,27547474.5115,0.994519465940989
97231,4G,ORA,0,27547474.5115,0
97231,4G,SRR,0,27547474.5115,0
97232,4G,DIG,37008881.2747,38670356.8441,0.95703490464031
97232,4G,FRE,0,38670356.8441,0
97232,4G,OC,37496444.4047,38670356.8441,0.969643092663131
97232,4G,OMT,38596108.2525,38670356.8441,0.998079961043563
97232,4G,ORA,0,38670356.8441,0
97232,4G,SRR,0,38670356.8441,0
97233,4G,DIG,9059346.96532,13300650.3513,0.681120601327178
97233,4G,FRE,0,13300650.3513,0
97233,4G,OC,13140191.0226,13300650.3513,0.987935978733227
97233,4G,OMT,13300650.3513,13300650.3513,1
97233,4G,ORA,0,13300650.3513,0
97233,4G,SRR,0,13300650.3513,0
97234,4G,DIG,6028339.79712,11900988.489,0.506541099732342
97234,4G,FRE,0,11900988.489,0
97234,4G,OC,9839389.47328,11900988.489,0.826770774744844
97234,4G,OMT,10875921.4878,11900988.489,0.913867070609516
97234,4G,ORA,0,11900988.489,0
97234,4G,SRR,0,11900988.489,0
97301,4G,DIG,27791078.3243,11590789438.4,0.00239768641057604
97301,4G,FRE,0,11590789438.4,0
97301,4G,OC,94459999.3891,11590789438.4,0.00814957427111533
97301,4G,OMT,53556960.0285,11590789438.4,0.00462064817182056
97301,4G,ORA,0,11590789438.4,0
97301,4G,SRR,0,11590789438.4,0
97302,4G,DIG,25660428.6467,26992067.3117,0.950665554823109
97302,4G,FRE,0,26992067.3117,0
97302,4G,OC,26238380.7005,26992067.3117,0.972077477338192
97302,4G,OMT,25901668.8223,26992067.3117,0.959603001992835
97302,4G,ORA,0,26992067.3117,0
97302,4G,SRR,0,26992067.3117,0
97303,4G,DIG,580741909.477,2597211447.69,0.223602090616658
97303,4G,FRE,0,2597211447.69,0
97303,4G,OC,296217345.158,2597211447.69,0.114052071278779
97303,4G,OMT,198976516.466,2597211447.69,0.0766115968890299
97303,4G,ORA,0,2597211447.69,0
97303,4G,SRR,0,2597211447.69,0
97304,4G,DIG,506667031.659,2296961224.01,0.220581447506749
97304,4G,FRE,0,2296961224.01,0
97304,4G,OC,336081899.859,2296961224.01,0.146315878712255
97304,4G,OMT,409009770.036,2296961224.01,0.178065596302038
97304,4G,ORA,0,2296961224.01,0
97304,4G,SRR,0,2296961224.01,0
97305,4G,DIG,283804784.116,316986614.801,0.895321035224686
97305,4G,FRE,0,316986614.801,0
97305,4G,OC,224478931.269,316986614.801,0.708165331870322
97305,4G,OMT,260994217.342,316986614.801,0.823360372821574
97305,4G,ORA,0,316986614.801,0
97305,4G,SRR,0,316986614.801,0
97306,4G,DIG,853251120.264,6567244955.69,0.12992527704098
97306,4G,FRE,0,6567244955.69,0
97306,4G,OC,543841045.103,6567244955.69,0.0828111405577776
97306,4G,OMT,167451444.005,6567244955.69,0.0254979744375024
97306,4G,ORA,0,6567244955.69,0
97306,4G,SRR,0,6567244955.69,0
97307,4G,DIG,148557726.198,148732726.198,0.998823392776604
97307,4G,FRE,0,148732726.198,0
97307,4G,OC,144765699.687,148732726.198,0.973327816867157
97307,4G,OMT,148614600.408,148732726.198,0.999205784812666
97307,4G,ORA,0,148732726.198,0
97307,4G,SRR,0,148732726.198,0
97308,4G,DIG,91798281.0683,2832531506.53,0.0324085648673888
97308,4G,FRE,0,2832531506.53,0
97308,4G,OC,66321772.7973,2832531506.53,0.0234143107126627
97308,4G,OMT,47941451.5504,2832531506.53,0.0169253021334018
97308,4G,ORA,0,2832531506.53,0
97308,4G,SRR,0,2832531506.53,0
97309,4G,DIG,50837988.8434,51318086.4961,0.990644669638326
97309,4G,FRE,0,51318086.4961,0
97309,4G,OC,43447732.4918,51318086.4961,0.846635863850884
97309,4G,OMT,50982880.9361,51318086.4961,0.993468081472105
97309,4G,ORA,0,51318086.4961,0
97309,4G,SRR,0,51318086.4961,0
97310,4G,DIG,457347670.455,3652012773.96,0.125231673261395
97310,4G,FRE,0,3652012773.96,0
97310,4G,OC,440862898.816,3652012773.96,0.120717786629743
97310,4G,OMT,312005131.903,3652012773.96,0.0854337460503136
97310,4G,ORA,0,3652012773.96,0
97310,4G,SRR,0,3652012773.96,0
97311,4G,DIG,368821935.681,4287223646.14,0.0860281539109976
97311,4G,FRE,0,4287223646.14,0
97311,4G,OC,142953157.09,4287223646.14,0.033343993430039
97311,4G,OMT,206708865.19,4287223646.14,0.0482150879570069
97311,4G,ORA,0,4287223646.14,0
97311,4G,SRR,0,4287223646.14,0
97312,4G,DIG,452055372.798,1256095580.47,0.359889310834811
97312,4G,FRE,0,1256095580.47,0
97312,4G,OC,341425159.156,1256095580.47,0.271814632950342
97312,4G,OMT,289317467.407,1256095580.47,0.230330774110951
97312,4G,ORA,0,1256095580.47,0
97312,4G,SRR,0,1256095580.47,0
97313,4G,DIG,376247049.457,624995378.942,0.60199973013227
97313,4G,FRE,0,624995378.942,0
97313,4G,OC,309244270.263,624995378.942,0.494794490779264
97313,4G,OMT,289084949.324,624995378.942,0.462539338792179
97313,4G,ORA,0,624995378.942,0
97313,4G,SRR,0,624995378.942,0
97314,4G,DIG,1006622.77935,1050893956.81,0.00095787284038212
97314,4G,FRE,0,1050893956.81,0
97314,4G,OC,64000.0120027,1050893956.81,6.09005424267285e-05
97314,4G,OMT,98479.5601688,1050893956.81,9.37102735538948e-05
97314,4G,ORA,0,1050893956.81,0
97314,4G,SRR,0,1050893956.81,0
97352,4G,DIG,0,4433995297.31,0
97352,4G,FRE,0,4433995297.31,0
97352,4G,OC,0,4433995297.31,0
97352,4G,OMT,0,4433995297.31,0
97352,4G,ORA,0,4433995297.31,0
97352,4G,SRR,0,4433995297.31,0
97353,4G,DIG,0,18703866019.4,0
97353,4G,FRE,0,18703866019.4,0
97353,4G,OC,0,18703866019.4,0
97353,4G,OMT,51188678.82,18703866019.4,0.00273679670111549
97353,4G,ORA,0,18703866019.4,0
97353,4G,SRR,0,18703866019.4,0
97356,4G,DIG,0,10404754684,0
97356,4G,FRE,0,10404754684,0
97356,4G,OC,0,10404754684,0
97356,4G,OMT,0,10404754684,0
97356,4G,ORA,0,10404754684,0
97356,4G,SRR,0,10404754684,0
97357,4G,DIG,51525043.1337,2184631342.04,0.0235852347909584
97357,4G,FRE,0,2184631342.04,0
97357,4G,OC,0,2184631342.04,0
97357,4G,OMT,65603959.1201,2184631342.04,0.0300297619363271
97357,4G,ORA,0,2184631342.04,0
97357,4G,SRR,0,2184631342.04,0
97358,4G,DIG,0,5818128484.63,0
97358,4G,FRE,0,5818128484.63,0
97358,4G,OC,0,5818128484.63,0
97358,4G,OMT,2583825.08742,5818128484.63,0.000444099007824561
97358,4G,ORA,0,5818128484.63,0
97358,4G,SRR,0,5818128484.63,0
97360,4G,DIG,116302806.069,2148447505.89,0.0541334176190734
97360,4G,FRE,0,2148447505.89,0
97360,4G,OC,123901431.032,2148447505.89,0.0576702156754226
97360,4G,OMT,53437118.8259,2148447505.89,0.0248724340154467
97360,4G,ORA,0,2148447505.89,0
97360,4G,SRR,0,2148447505.89,0
97361,4G,DIG,181409585.28,209215824.68,0.867093039245333
97361,4G,FRE,0,209215824.68,0
97361,4G,OC,122913595.055,209215824.68,0.587496644878555
97361,4G,OMT,4910820.71271,209215824.68,0.0234725108400438
97361,4G,ORA,0,209215824.68,0
97361,4G,SRR,0,209215824.68,0
97362,4G,DIG,0,2642547667.39,0
97362,4G,FRE,0,2642547667.39,0
97362,4G,OC,0,2642547667.39,0
97362,4G,OMT,5611380.53134,2642547667.39,0.00212347372219108
97362,4G,ORA,0,2642547667.39,0
97362,4G,SRR,0,2642547667.39,0
97401,4G,DIG,0,26274340.355,0
97401,4G,FRE,14951869.5109,26274340.355,0.56906736035543
97401,4G,OC,0,26274340.355,0
97401,4G,OMT,0,26274340.355,0
97401,4G,ORA,22694264.6342,26274340.355,0.86374250799721
97401,4G,SRR,17845471.2042,26274340.355,0.679197687290521
97402,4G,DIG,0,87293964.52,0
97402,4G,FRE,35475977.8176,87293964.52,0.406396685185172
97402,4G,OC,0,87293964.52,0
97402,4G,OMT,0,87293964.52,0
97402,4G,ORA,76553015.0061,87293964.52,0.876956561968965
97402,4G,SRR,59898455.6902,87293964.52,0.686169496591905
97403,4G,DIG,0,51397929.15,0
